#;OrderNumber;OrderDate;Product Name;Warehouse Code;Channel;City;Country;Customer Names;Region Group;ABC_XYZ;RFM;Order Quantity;Unit Price;Line Total;Total Unit Cost;Profit;Margin
490;SO - 0004818;14.12.2015;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;Mylan Corp;Top Regions;AZ;333;7;247,9;1735,3;131,387;815,591;47
491;SO - 000120;02.06.2014;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;E. Ltd;Top Regions;AZ;515;8;3095,4;24763,2;1795,332;10400,544;42
492;SO - 0003791;03.08.2015;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;Medsep Group;Top Regions;AZ;335;8;730,3;5842,4;365,15;2921,2;50
493;SO - 0003633;20.07.2015;Product 7;AXW291;Distributor;K?ln (Cologne);Germany;OHTA'S Corp;Top Regions;AZ;334;8;790,6;6324,8;387,394;3225,648;51
494;SO - 0006504;27.06.2016;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;Weimei Corp;Top Regions;AZ;242;9;2807,3;25265,7;2049,329;6821,739;27
495;SO - 0002798;13.04.2015;Product 7;AXW291;Export;K?ln (Cologne);Germany;WakeFern;Top Regions;AZ;421;9;5440,4;48963,6;4352,32;9792,72;20
496;SO - 000889;25.08.2014;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;Uriel Group;Top Regions;AZ;514;10;3865,9;38659;1739,655;21262,45;55
497;SO - 0002583;16.03.2015;Product 7;AXW291;Export;K?ln (Cologne);Germany;Pacific Ltd;Top Regions;AZ;422;10;1701,8;17018;867,918;8338,82;49
498;SO - 0001428;03.11.2014;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;OHTA'S Corp;Top Regions;AZ;513;11;2512,5;27637,5;2060,25;4974,75;18
499;SO - 0005590;07.03.2016;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;S.S.S. Group;Top Regions;AZ;242;11;4013,3;44146,3;2528,379;16334,131;37
500;SO - 0005415;15.02.2016;Product 7;AXW291;Distributor;K?ln (Cologne);Germany;O.E. Ltd;Top Regions;AZ;244;11;1333,3;14666,3;879,978;4986,542;34
501;SO - 0001063;15.09.2014;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;Winthrop;Top Regions;AZ;513;12;2914,5;34974;2477,325;5246,1;15
502;SO - 0003787;03.08.2015;Product 7;AXW291;Wholesale;K?ln (Cologne);Germany;Pacific Ltd;Top Regions;AZ;335;12;2405,3;28863,6;1250,756;13854,528;48
503;SO - 0006567;04.07.2016;Product 7;AXW291;Distributor;K?ln (Cologne);Germany;Eminence Corp;Top Regions;AZ;154;12;1145,7;13748,4;756,162;4674,456;34
504;SO - 0003449;29.06.2015;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Apotheca, Ltd;Mid Regions;AZ;331;5;2599,6;12998;1429,78;5849,1;45
505;SO - 0006400;13.06.2016;Product 7;AXW291;Wholesale;Torino (Turin);Italy;O.E. Ltd;Mid Regions;AZ;242;5;5219,3;26096,5;3027,194;10960,53;42
506;SO - 0001269;13.10.2014;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Trigen;Mid Regions;AZ;511;6;904,5;5427;741,69;976,86;18
507;SO - 0001715;08.12.2014;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Burt's Corp;Mid Regions;AZ;424;6;3296,4;19778,4;2505,264;4746,816;24
508;SO - 0001783;15.12.2014;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Pure Group;Mid Regions;AZ;422;7;5138,9;35972,3;3956,953;8273,629;23
509;SO - 0005760;28.03.2016;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Llorens Ltd;Mid Regions;AZ;244;7;2398,6;16790,2;1750,978;4533,354;27
510;SO - 0006838;01.08.2016;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Apollo Ltd;Mid Regions;AZ;154;8;2525,9;20207,2;2020,72;4041,44;20
511;SO - 0003727;27.07.2015;Product 7;AXW291;Distributor;Torino (Turin);Italy;Amylin Group;Mid Regions;AZ;334;8;180,9;1447,2;115,776;520,992;36
512;SO - 0005063;11.01.2016;Product 7;AXW291;Export;Torino (Turin);Italy;Ole Group;Mid Regions;AZ;245;8;931,3;7450,4;726,414;1639,088;22
513;SO - 0004750;30.11.2015;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Dharma Ltd;Mid Regions;AZ;334;9;1125,6;10130,4;461,496;5976,936;59
514;SO - 0005163;18.01.2016;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Qualitest;Mid Regions;AZ;242;9;931,3;8381,7;605,345;2933,595;35
515;SO - 000721;11.08.2014;Product 7;AXW291;Distributor;Torino (Turin);Italy;Amylin Group;Mid Regions;AZ;514;9;5447,1;49023,9;4248,738;10785,258;22
516;SO - 0002958;27.04.2015;Product 7;AXW291;Distributor;Torino (Turin);Italy;Pacific Ltd;Mid Regions;AZ;425;9;2291,4;20622,6;1558,152;6599,232;32
517;SO - 0003917;24.08.2015;Product 7;AXW291;Export;Torino (Turin);Italy;AuroMedics Corp;Mid Regions;AZ;331;9;737;6633;523,27;1923,57;29
518;SO - 0001426;03.11.2014;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Victory Ltd;Mid Regions;AZ;513;10;6157,3;61573;4186,964;19703,36;32
519;SO - 0003105;18.05.2015;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Niconovum Corp;Mid Regions;AZ;422;10;5038,4;50384;2267,28;27711,2;55
520;SO - 0004640;23.11.2015;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Apotheca, Ltd;Mid Regions;AZ;335;10;3986,5;39865;2511,495;14750,05;37
521;SO - 0001363;27.10.2014;Product 7;AXW291;Export;Torino (Turin);Italy;Procter Corp;Mid Regions;AZ;513;10;964,8;9648;762,192;2026,08;21
522;SO - 0006341;06.06.2016;Product 7;AXW291;Export;Torino (Turin);Italy;Ei;Mid Regions;AZ;243;10;3926,2;39262;2826,864;10993,36;28
523;SO - 0005557;07.03.2016;Product 7;AXW291;Wholesale;Torino (Turin);Italy;S.S.S. Group;Mid Regions;AZ;242;11;683,4;7517,4;314,364;4059,396;54
524;SO - 0006517;27.06.2016;Product 7;AXW291;Wholesale;Torino (Turin);Italy;Qualitest;Mid Regions;AZ;242;11;227,8;2505,8;134,402;1027,378;41
525;SO - 0003567;13.07.2015;Product 7;AXW291;Export;Torino (Turin);Italy;AuroMedics Corp;Mid Regions;AZ;333;11;2546;28006;1374,84;12882,76;46
526;SO - 0002673;30.03.2015;Product 7;AXW291;Distributor;Torino (Turin);Italy;S.S.S. Group;Mid Regions;AZ;424;12;1172,5;14070;562,8;7316,4;52
527;SO - 000194;09.06.2014;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Apollo Ltd;Top Regions;AZ;511;5;5031,7;25158,5;4025,36;5031,7;20
528;SO - 0006094;09.05.2016;Product 7;AXW291;Wholesale;ZAGREB;Croatia;WakeFern;Top Regions;AZ;243;5;1199,3;5996,5;791,538;2038,81;34
529;SO - 0002829;13.04.2015;Product 7;AXW291;Distributor;ZAGREB;Croatia;New Ltd;Top Regions;AZ;421;5;1125,6;5628;844,2;1407;25
530;SO - 0003500;29.06.2015;Product 7;AXW291;Distributor;ZAGREB;Croatia;Dharma Ltd;Top Regions;AZ;331;5;1105,5;5527,5;442,2;3316,5;60
531;SO - 0003295;08.06.2015;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Apotheca, Ltd;Top Regions;AZ;425;6;3872,6;23235,6;2478,464;8364,816;36
532;SO - 000422;07.07.2014;Product 7;AXW291;Export;ZAGREB;Croatia;OHTA'S Corp;Top Regions;AZ;513;6;897,8;5386,8;368,098;3178,212;59
533;SO - 0003561;13.07.2015;Product 7;AXW291;Wholesale;ZAGREB;Croatia;New Ltd;Top Regions;AZ;333;7;3564,4;24950,8;2566,368;6986,224;28
534;SO - 000863;25.08.2014;Product 7;AXW291;Distributor;ZAGREB;Croatia;Ole Group;Top Regions;AZ;514;7;207,7;1453,9;91,388;814,184;56
535;SO - 0003408;22.06.2015;Product 7;AXW291;Distributor;ZAGREB;Croatia;Select;Top Regions;AZ;334;7;3919,5;27436,5;2900,43;7133,49;26
536;SO - 0006013;02.05.2016;Product 7;AXW291;Export;ZAGREB;Croatia;Pacific Ltd;Top Regions;AZ;241;7;3839,1;26873,7;1727,595;14780,535;55
537;SO - 0007906;05.12.2016;Product 7;AXW291;Distributor;ZAGREB;Croatia;Sundial;Top Regions;AZ;155;8;6478,9;51831,2;4405,652;16585,984;32
538;SO - 000579;21.07.2014;Product 7;AXW291;Export;ZAGREB;Croatia;Uriel Group;Top Regions;AZ;515;8;1246,2;9969,6;660,486;4685,712;47
539;SO - 0002273;02.02.2015;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Qualitest;Top Regions;AZ;422;9;1139;10251;751,74;3485,34;34
540;SO - 0006858;08.08.2016;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Apotheca, Ltd;Top Regions;AZ;151;9;911,2;8200,8;628,728;2542,248;31
541;SO - 0001407;03.11.2014;Product 7;AXW291;Wholesale;ZAGREB;Croatia;O.E. Ltd;Top Regions;AZ;513;10;3865,9;38659;1816,973;20489,27;53
542;SO - 0003218;01.06.2015;Product 7;AXW291;Wholesale;ZAGREB;Croatia;OHTA'S Corp;Top Regions;AZ;425;10;1909,5;19095;1355,745;5537,55;29
543;SO - 0004190;28.09.2015;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Eminence Corp;Top Regions;AZ;335;10;3946,3;39463;2249,391;16969,09;43
544;SO - 0005568;07.03.2016;Product 7;AXW291;Wholesale;ZAGREB;Croatia;ETUDE Ltd;Top Regions;AZ;242;10;1058,6;10586;539,886;5187,14;49
545;SO - 0007726;14.11.2016;Product 7;AXW291;Distributor;ZAGREB;Croatia;21st Ltd;Top Regions;AZ;155;10;931,3;9313;772,979;1583,21;17
546;SO - 0004083;14.09.2015;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Apotheca, Ltd;Top Regions;AZ;333;11;1829,1;20120,1;877,968;10462,452;52
547;SO - 0008073;26.12.2016;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Capweld;Top Regions;AZ;153;11;2599,6;28595,6;1065,836;16871,404;59
548;SO - 0003983;31.08.2015;Product 7;AXW291;Distributor;ZAGREB;Croatia;Nipro;Top Regions;AZ;332;11;3209,3;35302,3;1347,906;20475,334;58
549;SO - 0003010;04.05.2015;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Niconovum Corp;Top Regions;AZ;423;12;2519,2;30230,4;1990,168;6348,384;21
550;SO - 0007711;14.11.2016;Product 7;AXW291;Wholesale;ZAGREB;Croatia;Dharma Ltd;Top Regions;AZ;155;12;1132,3;13587,6;781,287;4212,156;31
551;SO - 0001043;15.09.2014;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Victory Ltd;Top Regions;AZ;513;6;5681,6;34089,6;2613,536;18408,384;54
552;SO - 0003913;17.08.2015;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Niconovum Corp;Top Regions;AZ;333;6;1768,8;10612,8;1167,408;3608,352;34
553;SO - 000162;02.06.2014;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;Pacific Ltd;Top Regions;AZ;515;6;3738,6;22431,6;2803,95;5607,9;25
554;SO - 000302;23.06.2014;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;U.S. Ltd;Top Regions;AZ;512;6;3336,6;20019,6;2035,326;7807,644;39
555;SO - 0007362;03.10.2016;Product 7;AXW291;Export;Zaporozhye;Ukraine;OHTA'S Corp;Top Regions;AZ;155;6;1031,8;6190,8;433,356;3590,664;58
556;SO - 0006006;25.04.2016;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;WakeFern;Top Regions;AZ;245;7;984,9;6894,3;679,581;2137,233;31
557;SO - 0001084;22.09.2014;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;Apollo Ltd;Top Regions;AZ;515;7;201;1407;86,43;801,99;57
558;SO - 0002281;02.02.2015;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;Avon Corp;Top Regions;AZ;422;7;1802,3;12616,1;720,92;7569,66;60
559;SO - 000621;28.07.2014;Product 7;AXW291;Export;Zaporozhye;Ukraine;Pure Group;Top Regions;AZ;511;7;1072;7504;707,52;2551,36;34
560;SO - 0004997;04.01.2016;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Ascend Ltd;Top Regions;AZ;245;8;2231,1;17848,8;892,44;10709,28;60
561;SO - 000161;02.06.2014;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;Mylan Corp;Top Regions;AZ;515;8;3477,3;27818,4;1390,92;16691,04;60
562;SO - 000364;30.06.2014;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;Fenwal, Corp;Top Regions;AZ;511;8;1802,3;14418,4;1153,472;5190,624;36
563;SO - 0007993;19.12.2016;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;Elorac, Corp;Top Regions;AZ;153;8;1005;8040;472,35;4261,2;53
564;SO - 000941;01.09.2014;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Pure Group;Top Regions;AZ;511;10;3939,6;39396;2678,928;12606,72;32
565;SO - 0002074;12.01.2015;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Victory Ltd;Top Regions;AZ;424;10;5594,5;55945;2517,525;30769,75;55
566;SO - 0006342;06.06.2016;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;3LAB, Ltd;Top Regions;AZ;243;11;2626,4;28890,4;1891,008;8089,312;28
567;SO - 0002288;09.02.2015;Product 7;AXW291;Export;Zaporozhye;Ukraine;OUR Ltd;Top Regions;AZ;423;11;2244,5;24689,5;1324,255;10122,695;41
568;SO - 0003525;06.07.2015;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Victory Ltd;Top Regions;AZ;331;12;5989,8;71877,6;4552,248;17250,624;24
569;SO - 0004654;23.11.2015;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Elorac, Corp;Top Regions;AZ;335;12;194,3;2331,6;128,238;792,744;34
570;SO - 0005682;21.03.2016;Product 7;AXW291;Wholesale;Zaporozhye;Ukraine;Llorens Ltd;Top Regions;AZ;242;12;1045,2;12542,4;491,244;6647,472;53
571;SO - 0007910;05.12.2016;Product 7;AXW291;Distributor;Zaporozhye;Ukraine;Capweld;Top Regions;AZ;155;12;676,7;8120,4;541,36;1624,08;20
572;SO - 0004691;23.11.2015;Product 7;AXW291;Distributor;L?dz;Poland;Trigen;Mid Regions;AZ;335;5;3242,8;16214;2561,812;3404,94;21
573;SO - 0006099;09.05.2016;Product 7;AXW291;Distributor;L?dz;Poland;3LAB, Ltd;Mid Regions;AZ;243;5;1152,4;5762;691,44;2304,8;40
574;SO - 000869;25.08.2014;Product 7;AXW291;Wholesale;L?dz;Poland;Prasco Group;Mid Regions;AZ;514;6;2666,6;15999,6;1253,302;8479,788;53
575;SO - 0002630;23.03.2015;Product 7;AXW291;Wholesale;L?dz;Poland;3LAB, Ltd;Mid Regions;AZ;421;6;2412;14472;1061,28;8104,32;56
576;SO - 0004887;21.12.2015;Product 7;AXW291;Distributor;L?dz;Poland;Niconovum Corp;Mid Regions;AZ;332;6;2539,3;15235,8;1015,72;9141,48;60
577;SO - 0006674;18.07.2016;Product 7;AXW291;Distributor;L?dz;Poland;Ei;Mid Regions;AZ;154;6;194,3;1165,8;110,751;501,294;43
578;SO - 0001492;10.11.2014;Product 7;AXW291;Distributor;L?dz;Poland;Fenwal, Corp;Mid Regions;AZ;513;7;1112,2;7785,4;500,49;4281,97;55
579;SO - 000179;09.06.2014;Product 7;AXW291;Distributor;L?dz;Poland;Llorens Ltd;Mid Regions;AZ;511;8;261,3;2090,4;143,715;940,68;45
580;SO - 0002623;23.03.2015;Product 7;AXW291;Export;L?dz;Poland;Pacific Ltd;Mid Regions;AZ;421;9;1869,3;16823,7;1177,659;6224,769;37
581;SO - 000368;30.06.2014;Product 7;AXW291;Wholesale;L?dz;Poland;Avon Corp;Mid Regions;AZ;511;10;5098,7;50987;3416,129;16825,71;33
582;SO - 0001154;29.09.2014;Product 7;AXW291;Wholesale;L?dz;Poland;Amylin Group;Mid Regions;AZ;514;10;1695,1;16951;1254,374;4407,26;26
583;SO - 0003400;22.06.2015;Product 7;AXW291;Wholesale;L?dz;Poland;21st Ltd;Mid Regions;AZ;334;10;817,4;8174;645,746;1716,54;21
584;SO - 0004547;09.11.2015;Product 7;AXW291;Wholesale;L?dz;Poland;Ei;Mid Regions;AZ;334;10;1139;11390;569,5;5695;50
585;SO - 0005601;07.03.2016;Product 7;AXW291;Wholesale;L?dz;Poland;Linde;Mid Regions;AZ;242;10;1695,1;16951;1406,933;2881,67;17
586;SO - 0006466;20.06.2016;Product 7;AXW291;Wholesale;L?dz;Poland;Elorac, Corp;Mid Regions;AZ;242;10;3953;39530;2885,69;10673,1;27
587;SO - 0002322;09.02.2015;Product 7;AXW291;Wholesale;L?dz;Poland;Trigen;Mid Regions;AZ;423;11;6505,7;71562,7;3578,135;32203,215;45
588;SO - 000309;23.06.2014;Product 7;AXW291;Export;L?dz;Poland;Ohio;Mid Regions;AZ;512;11;1125,6;12381,6;787,92;3714,48;30
589;SO - 0004960;01.01.2016;Product 7;AXW291;Wholesale;L?dz;Poland;New Ltd;Mid Regions;AZ;241;12;3926,2;47114,4;2944,65;11778,6;25
590;SO - 0001496;10.11.2014;Product 7;AXW291;Export;L?dz;Poland;Niconovum Corp;Mid Regions;AZ;513;12;4013,3;48159,6;2729,044;15411,072;32
591;SO - 0007611;31.10.2016;Product 7;AXW291;Wholesale;Marseille;France;Dharma Ltd;Top Regions;AZ;154;5;2566,1;12830,5;1026,44;7698,3;60
592;SO - 0006417;13.06.2016;Product 7;AXW291;Wholesale;Marseille;France;Apollo Ltd;Top Regions;AZ;242;6;2371,8;14230,8;1778,85;3557,7;25
593;SO - 0002455;23.02.2015;Product 7;AXW291;Wholesale;Marseille;France;3LAB, Ltd;Top Regions;AZ;424;7;1058,6;7410,2;529,3;3705,1;50
594;SO - 000496;14.07.2014;Product 7;AXW291;Distributor;Marseille;France;Capweld;Top Regions;AZ;512;7;1822,4;12756,8;947,648;6123,264;48
595;SO - 0004686;23.11.2015;Product 7;AXW291;Distributor;Marseille;France;Ole Group;Top Regions;AZ;335;7;6204,2;43429,4;4901,318;9120,174;21
596;SO - 0007989;19.12.2016;Product 7;AXW291;Export;Marseille;France;O.E. Ltd;Top Regions;AZ;153;7;1005;7035;422,1;4080,3;58
597;SO - 0002577;16.03.2015;Product 7;AXW291;Wholesale;Marseille;France;Weimei Corp;Top Regions;AZ;422;8;958,1;7664,8;795,223;1303,016;17
598;SO - 0002588;16.03.2015;Product 7;AXW291;Wholesale;Marseille;France;OUR Ltd;Top Regions;AZ;422;8;2271,3;18170,4;1067,511;9630,312;53
599;SO - 0004180;21.09.2015;Product 7;AXW291;Wholesale;Marseille;France;New Ltd;Top Regions;AZ;334;8;1038,5;8308;623,1;3323,2;40
600;SO - 0004420;26.10.2015;Product 7;AXW291;Wholesale;Marseille;France;Winthrop;Top Regions;AZ;331;8;3966,4;31731,2;1824,544;17134,848;54
601;SO - 0006091;09.05.2016;Product 7;AXW291;Wholesale;Marseille;France;PEDIFIX, Corp;Top Regions;AZ;243;8;3142,3;25138,4;2608,109;4273,528;17
602;SO - 0006721;18.07.2016;Product 7;AXW291;Wholesale;Marseille;France;Medsep Group;Top Regions;AZ;154;8;3477,3;27818,4;1947,288;12240,096;44
603;SO - 0003145;18.05.2015;Product 7;AXW291;Export;Marseille;France;OHTA'S Corp;Top Regions;AZ;422;8;1889,4;15115,2;1209,216;5441,472;36
604;SO - 0007708;14.11.2016;Product 7;AXW291;Export;Marseille;France;Prasco Group;Top Regions;AZ;155;8;5869,2;46953,6;2347,68;28172,16;60
605;SO - 0004034;07.09.2015;Product 7;AXW291;Wholesale;Marseille;France;Wuxi Group;Top Regions;AZ;332;9;3953;35577;2925,22;9250,02;26
606;SO - 0003038;11.05.2015;Product 7;AXW291;Wholesale;Marseille;France;Wuxi Group;Top Regions;AZ;422;12;174,2;2090,4;97,552;919,776;44
607;SO - 0007604;31.10.2016;Product 7;AXW291;Wholesale;Marseille;France;WakeFern;Top Regions;AZ;154;12;1896,1;22753,2;1573,763;3868,044;17
608;SO - 0002461;23.02.2015;Product 7;AXW291;Export;Marseille;France;Wuxi Group;Top Regions;AZ;424;12;3852,5;46230;1541;27738;60
609;SO - 0001516;17.11.2014;Product 7;AXW291;Wholesale;RIGA;Latvia;Bare;Top Regions;AZ;515;5;3236,1;16180,5;2329,992;4530,54;28
610;SO - 0001893;29.12.2014;Product 7;AXW291;Wholesale;RIGA;Latvia;Medline;Top Regions;AZ;421;5;3999,9;19999,5;1679,958;11599,71;58
611;SO - 0004118;14.09.2015;Product 7;AXW291;Wholesale;RIGA;Latvia;Medline;Top Regions;AZ;333;5;891,1;4455,5;516,838;1871,31;42
612;SO - 000215;09.06.2014;Product 7;AXW291;Distributor;RIGA;Latvia;Ole Group;Top Regions;AZ;511;5;2546;12730;1909,5;3182,5;25
613;SO - 0003061;11.05.2015;Product 7;AXW291;Wholesale;RIGA;Latvia;Uriel Group;Top Regions;AZ;422;6;1688,4;10130,4;1401,372;1722,168;17
614;SO - 0007358;03.10.2016;Product 7;GUT930;Wholesale;RIGA;Latvia;Niconovum Corp;Top Regions;AZ;155;6;3705,1;22230,6;2964,08;4446,12;20
615;SO - 0002337;09.02.2015;Product 7;AXW291;Distributor;RIGA;Latvia;Apotheca, Ltd;Top Regions;AZ;423;6;5681,6;34089,6;4658,912;6136,128;18
616;SO - 0006340;06.06.2016;Product 7;AXW291;Distributor;RIGA;Latvia;Amylin Group;Top Regions;AZ;243;6;254,6;1527,6;150,214;626,316;41
617;SO - 0002134;19.01.2015;Product 7;AXW291;Wholesale;RIGA;Latvia;New Ltd;Top Regions;AZ;423;7;234,5;1641,5;93,8;984,9;60
618;SO - 0005976;25.04.2016;Product 7;AXW291;Wholesale;RIGA;Latvia;Apotheca, Ltd;Top Regions;AZ;245;7;1212,7;8488,9;812,509;2801,337;33
619;SO - 000192;09.06.2014;Product 7;AXW291;Wholesale;RIGA;Latvia;Burt's Corp;Top Regions;AZ;511;8;1152,4;9219,2;622,296;4240,832;46
620;SO - 000339;23.06.2014;Product 7;AXW291;Wholesale;RIGA;Latvia;Dharma Ltd;Top Regions;AZ;512;8;1139;9112;740,35;3189,2;35
621;SO - 0007700;14.11.2016;Product 7;GUT930;Wholesale;RIGA;Latvia;Procter Corp;Top Regions;AZ;155;8;850,9;6807,2;578,612;2178,304;32
622;SO - 0001012;15.09.2014;Product 7;GUT930;Distributor;RIGA;Latvia;Ohio;Top Regions;AZ;513;8;1681,7;13453,6;1143,556;4305,152;32
623;SO - 000586;21.07.2014;Product 7;AXW291;Distributor;RIGA;Latvia;Capweld;Top Regions;AZ;515;8;1031,8;8254,4;825,44;1650,88;20
624;SO - 0007061;29.08.2016;Product 7;AXW291;Wholesale;RIGA;Latvia;E. Ltd;Top Regions;AZ;151;9;2599,6;23396,4;2209,66;3509,46;15
625;SO - 0001765;15.12.2014;Product 7;GUT930;Export;RIGA;Latvia;Elorac, Corp;Top Regions;AZ;422;9;1139;10251;899,81;2152,71;21
626;SO - 0001551;17.11.2014;Product 7;AXW291;Wholesale;RIGA;Latvia;Nipro;Top Regions;AZ;515;10;1708,5;17085;1452,225;2562,75;15
627;SO - 0004632;23.11.2015;Product 7;AXW291;Wholesale;RIGA;Latvia;Winthrop;Top Regions;AZ;335;10;1051,9;10519;578,545;4733,55;45
628;SO - 0006008;25.04.2016;Product 7;AXW291;Wholesale;RIGA;Latvia;Procter Corp;Top Regions;AZ;245;10;5835,7;58357;2509,351;33263,49;57
629;SO - 0003415;22.06.2015;Product 7;GUT930;Distributor;RIGA;Latvia;Nipro;Top Regions;AZ;334;10;3879,3;38793;1823,271;20560,29;53
630;SO - 0002400;16.02.2015;Product 7;AXW291;Export;RIGA;Latvia;Bare;Top Regions;AZ;421;10;1005;10050;693,45;3115,5;31
631;SO - 000783;18.08.2014;Product 7;AXW291;Wholesale;RIGA;Latvia;Ole Group;Top Regions;AZ;515;11;3865,9;42524,9;3092,72;8504,98;20
632;SO - 0003324;08.06.2015;Product 7;AXW291;Wholesale;RIGA;Latvia;Bare;Top Regions;AZ;425;11;247,9;2726,9;173,53;818,07;30
633;SO - 0005062;11.01.2016;Product 7;GUT930;Wholesale;RIGA;Latvia;E. Ltd;Top Regions;AZ;245;11;3953;43483;3320,52;6957,28;16
634;SO - 000811;18.08.2014;Product 7;AXW291;Distributor;RIGA;Latvia;Exact-Rx, Corp;Top Regions;AZ;515;11;3839,1;42230,1;3071,28;8446,02;20
635;SO - 000944;01.09.2014;Product 7;AXW291;Wholesale;RIGA;Latvia;Niconovum Corp;Top Regions;AZ;511;12;3819;45828;2176,83;19706,04;43
636;SO - 0002064;12.01.2015;Product 7;GUT930;Wholesale;RIGA;Latvia;PEDIFIX, Corp;Top Regions;AZ;424;12;6083,6;73003,2;2737,62;40151,76;55
637;SO - 0001251;13.10.2014;Product 7;AXW291;Distributor;RIGA;Latvia;Llorens Ltd;Top Regions;AZ;511;12;944,7;11336,4;387,327;6688,476;59
638;SO - 0002050;05.01.2015;Product 7;AXW291;Distributor;RIGA;Latvia;OUR Ltd;Top Regions;AZ;425;12;931,3;11175,6;540,154;4693,752;42
639;SO - 0003528;06.07.2015;Product 7;AXW291;Distributor;RIGA;Latvia;Burt's Corp;Top Regions;AZ;331;12;1688,4;20260,8;1080,576;7293,888;36
640;SO - 0005031;04.01.2016;Product 7;AXW291;Distributor;RIGA;Latvia;Llorens Ltd;Top Regions;AZ;245;12;964,8;11577,6;530,64;5209,92;45
641;SO - 0006881;08.08.2016;Product 7;AXW291;Distributor;RIGA;Latvia;Winthrop;Top Regions;AZ;151;12;1259,6;15115,2;516,436;8917,968;59
642;SO - 0002299;09.02.2015;Product 7;GUT930;Wholesale;Lvov;Ukraine;Nipro;Mid Regions;AZ;423;5;2257,9;11289,5;1422,477;4177,115;37
643;SO - 0003628;20.07.2015;Product 7;GUT930;Wholesale;Lvov;Ukraine;Victory Ltd;Mid Regions;AZ;334;5;750,4;3752;607,824;712,88;19
644;SO - 0004071;14.09.2015;Product 7;GUT930;Distributor;Lvov;Ukraine;Wuxi Group;Mid Regions;AZ;333;5;723,6;3618;361,8;1809;50
645;SO - 0004154;21.09.2015;Product 7;GUT930;Distributor;Lvov;Ukraine;Trigen;Mid Regions;AZ;334;5;167,5;837,5;90,45;385,25;46
646;SO - 0001619;24.11.2014;Product 7;GUT930;Export;Lvov;Ukraine;Pacific Ltd;Mid Regions;AZ;515;5;991,6;4958;624,708;1834,46;37
647;SO - 0002960;27.04.2015;Product 7;GUT930;Export;Lvov;Ukraine;Ohio;Mid Regions;AZ;425;5;1232,8;6164;653,384;2897,08;47
648;SO - 000204;09.06.2014;Product 7;GUT930;Wholesale;Lvov;Ukraine;Ascend Ltd;Mid Regions;AZ;511;6;2532,6;15195,6;2051,406;2887,164;19
649;SO - 0002520;09.03.2015;Product 7;GUT930;Wholesale;Lvov;Ukraine;Fenwal, Corp;Mid Regions;AZ;421;6;1098,8;6592,8;604,34;2966,76;45
650;SO - 0003434;22.06.2015;Product 7;GUT930;Wholesale;Lvov;Ukraine;Amylin Group;Mid Regions;AZ;334;6;1065,3;6391,8;724,404;2045,376;32
651;SO - 0003560;13.07.2015;Product 7;GUT930;Distributor;Lvov;Ukraine;Eminence Corp;Mid Regions;AZ;333;6;3819;22914;2062,26;10540,44;46
